title,price,sqm,rooms,postcode
erster monat mietzinsfrei - provisionsfrei für den mieter: wunderschöne dachgeschosswohnung mit terrasse in einzigartiger wohnatmosphäre,898,47,1,1110
erster monat mietzinsfrei - schönes zusammenleben im grünen erstbezug in simmering provisionsfrei für den mieter,797.56,48,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter: perfekt aufgeteilte wohnung mit balkon,797.56,48,2,1110
erstklassige 2-zimmer maisonette mit 2 terrassen!,1110,67,2,1100
leopold xxi 2-zimmer pärchenhit in ruheoase - provisionsfrei für den mieter!,749,41,2,1210
leopold xxi top 2-zimmer-neubauwohnung im grünen - provisionsfrei für den mieter!,749.99,42,2,1210
leopold xxi moderne 3-zimmer-wohnung für naturliebhaber - provisionsfrei für den mieter!,990.01,58,3,1210
++ erstbezug ++ top neubauprojekt in gut angebundener lage,1075,64,3,1160
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,789.57,46,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,789.57,46,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,789.9599999999999,46,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,899.99,50,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,789.07,46,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,789.07,46,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,799.75,48,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,779.66,47,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,779.91,46,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,779.55,46,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,779.48,45,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,779.97,45,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,779.11,46,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,779.11,46,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,899.4,50,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,779.8,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,779.8,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,790.8,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,769.89,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,769.89,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,769.72,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,769.69,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,769.73,45,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,769.74,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,769.74,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,769.9599999999999,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,899.4,50,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,769.98,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,769.98,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,769.98,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,779.8499999999999,48,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,759.7800000000001,47,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,759.87,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,759.87,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,759.49,45,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,759.8299999999999,46,2,1220
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,1249.01,65,3,1200
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,799,46,2,1200
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,799,46,2,1200
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,899,50,2,1200
erstbezug | hochwertige wohnungen mit freifläche zu mieten!,1079,55,2,1200
erstbezug | hochwertige wohnungen mit freifläche zu mieten!,879,46,2,1200
hochwertige dachgeschosswohnung mit blick auf die karlskirche,5899.99,264,5,1040
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,759.8599999999999,45,2,1220
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,1249.01,69,3,1200
"wunderschöne dg - wohnung, erstbezug, 3 zimmer, terrasse, nähe westbahnhof",1400.01,75,3,1150
familientraum: dachgeschoßwohnung in simmering: hauffgasse 23 - top 15,897.8199999999999,85,3,1110
4194 - wohn-atelier mit fantastischem ausblick,1899,94,3,1020
blick ins grüne! - schöne dachgeschosswohnung mit terrasse!,790,45,2,1220
**all inclusive miete** koffer packen & einziehen * komplett möbliertes apartment - direkt bei u3-station hütteldorfer strasse - s/02,547.6,20,1,1140
**all inclusive miete** koffer packen & einziehen * komplett möbliertes apartment - direkt bei u3-station hütteldorfer strasse - s/308,647.6,24,1,1140
3 zimmer wohnung mit riesiger terrasse,1303.26,74,3,1120
grün-ruhe-oase! u4 nähe,750,50,2,1140
loggia-terrassen wohnung! u3 ottakring,775,55,2,1160
2 zimmerwohnung in der innenstadt,1299,58,2,1010
tolle garconniere in brigittenau - innenhoflage,604.2900000000001,34,1,1200
design-möblierte luxuswohnung/ furnished design apartment,8999.1,190,8,1010
elegante altbauwohnung im zentrum,1698.58,105,2,1010
provisionsfrei! 3 zimmer dg wohnung mit balkon_t34,1168.94,77,3,1220
**hoflage mit südbalkon** moderne pärchenwohnung nahe der u6 floridsdorf,876.7,50,2,1210
erstbezug nach renovierung + balkon + grünlage!,1250,89,4,1140
rarität! 4-zimmer mietwohnung mit sensationellem garten + stellplatz!,2689.59,113,4,1180
"1190 wien, loftwohnung",1028.3899999999999,72,1,1190
lichtdurchflutetes dachgeschoss-apartment mit loggia in urbaner stadtlage,1295.03,70,2,1170
großartige 2-zimmer wohnung mit balkon nahe lainzer tiergarten in 1130 wien zu mieten,871.65,55,2,1130
großzügige 3 zimmer dachgeschoss-wohnung in 1160 wien direkt bei u6 josefstätter straße zu mieten,1674,123,3,1160
wunderbare 2-zimmer-neubauwohnung mit balkon in 1210 wien zu mieten,777,46,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,849.01,48,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,799.01,43,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,949,57,2,1210
"108 m , zentral gelegen im 9. bezirk! wg geeignet, aber auch für familie mit nähe zum donaukanal und city",1200,109,2,1090
ruhelage garantiert nähe u1 kagraner platz! erstbezug im neubau energieeffizient wohnen! provisionsfrei + 2 monate mietfrei jetzt anfragen,799.59,46,2,1220
ruhelage garantiert nähe u1 kagraner platz! erstbezug im neubau energieeffizient wohnen! provisionsfrei + 2 monate mietfrei jetzt anfragen,799.48,46,2,1220
ruhelage garantiert nähe u1 kagraner platz! erstbezug im neubau energieeffizient wohnen! provisionsfrei + 2 monate mietfrei jetzt anfragen,799.75,46,2,1220
ruhelage garantiert nähe u1 kagraner platz! erstbezug im neubau energieeffizient wohnen! provisionsfrei + 2 monate mietfrei jetzt anfragen,799.9599999999999,46,2,1220
ruhelage garantiert nähe u1 kagraner platz! erstbezug im neubau energieeffizient wohnen! provisionsfrei + 2 monate mietfrei jetzt anfragen,799.9599999999999,46,2,1220
ruhelage garantiert nähe u1 kagraner platz! erstbezug im neubau energieeffizient wohnen! provisionsfrei + 2 monate mietfrei jetzt anfragen,799.56,47,2,1220
ruhelage garantiert nähe u1 kagraner platz! erstbezug im neubau energieeffizient wohnen! provisionsfrei + 2 monate mietfrei jetzt anfragen,839.55,48,2,1220
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,849,48,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,899,51,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,849.01,48,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,849,50,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,948.99,54,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,899.01,51,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,849,48,2,1210
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,799.59,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,799.48,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,799.48,46,2,1220
neubau in massivholzbauweise,2127,106,4,1120
"räumlich super aufgeteilt, 3 zimmer zentral begehbar",890,74,3,1200
moderne wohnung in zentraler lage | erstbezug,1450,65,2,1010
helle 3 zimmer wohnung mit terrasse und potenzial,907.01,82,NA,1220
provisionsfrei: helle 2-zimmer-wohnung mit toller raumaufteilung! erstbezug in optimaler lage!,824.99,44,2,1210
schöne hauptmietwohnung im dachschoss/maisonette in 1150 wien,2199.32,141,3,1150
repräsentative 2 zimmer bei u6 i lift | unbefristet i sanierung 2022i brunnenmarkt i wg eignung,885.9,75,2,1160
erstbezug dachgeschosswohnung mit zwei dachterrassen und gartenparzelle in hietzing,2142.8900000000003,93,3,1130
erstbezug dachgeschosswohnung mit dachterrasse und gartenparzelle in hietzing,2075.77,88,3,1130
"+neu+71,05m2+3-zimmer-dachgeschoss-maisonettewohnung mit 16,70 terrasse nähe u6 ,1210 wien",1149,71,3,1210
"63m2-3-zimmerwohnung nähe u1 troststraße , 1100 wien",687.64,63,3,1100
freundlicher neubau mit garten,1000,56,2,1110
gemütliche 2 zimmerwohnung mit garten und balkon in 1130 wien - u4 nur 3 min. zu fuß!,779.54,45,2,1130
ein traum zum wohnen: 2-zimmer-wohnung mit modernem badezimmer und wohnküche im dachgeschoss!,875,52,2,1220
3-zimmer-balkon-wohnung in meidling: schönbr.str. 170 - stiege 1 top 15. miete ohne garage 990,949.3,78,3,1120
erstbezug im 3. liftstock - wohnen am puls der zeit!,899,52,2,1200
neue wohnungen im dachgeschoss-zubau mit terrasse *erstbezug*,2354.57,113,3,1070
*jetzt einziehen* 2-zimmer - neubauwohnung mit küche!!!,925.98,67,2,1100
stadtlicht 18 - provisionsfreie und sofort bezugsfertige neubauwohnungen in zentraler lage,1030.6699999999998,50,2,1180
stadtlicht 18 - provisionsfreie und sofort bezugsfertige neubauwohnungen in zentraler lage,973.89,50,2,1180
dachgarten in der city - maisonette im innenhof // ab 1. februar verfügbar,1297,83,NA,1120
erstbezug: lifestyle apartment mit loggia und concierge service! moderner neubau in der innenstadt!,1267.02,45,2,1010
"da, da, da - dort wo die trauben hängen...",550,33,1,1190
gatterholzgasse - unbefristet - kleinwohnung nahe schönbrunn/gloriette - gute verkehrsanbindung,507.24,47,1,1120
wg-möglich! 2-zimmer zentral begehbar nächst schubertpark,749.1,72,2,1180
q11 leben in simmering- balkonwohnung mit 2 zimmern auf der simmeringer hauptstraße,804.3399999999999,53,2,1110
q11 leben in simmering - 3-zimmer loggiawohnung mit deckenkühlung - genießen sie diesen ausblick!,1048.6499999999999,66,3,1110
klimatiserter erstbezug - maisonette wohnung mit 4 zimmern und 2 terrassen,2163.07,118,4,1150
"erstbezug | provisionsfrei | 2 zimmer | abstellraum, balkon und mehr | an der alten donau",824.99,43,2,1210
"schöne 1 zimmerwohnung im 8. bezirk, nahe rathaus",580.47,30,1,1080
2-zimmer-loggiawohnung strassenseitig - u1/u2 und schnellbahn praterstern - beim wu campus ab 1.3.2023,1025.57,50,2,1020
hofseitige 2-zimmer-loggiawohnung - u1/u2 beim praterstern+ wu campus ab 1.3.2023,1078.22,54,2,1020
sonnig mit 12m terrasse und blick ins grüne!,1190,69,3,1130
schödlbergergasse | moderne 1-zimmer-wohnung mit terrasse nähe vic,699.7800000000001,36,1,1220
helle 2 - zimmer wohnung in top-lage / nähe franz-josefs-bahnhof,799,59,2,1090
2 zimmer wohnung in guter lage,1283.02,65,2,1030
erstbezug! chice innenstadtwohnung mit balkon,1830.81,65,2,1010
stilvolle 2-zimmer-dachgeschosswohnung in zentraler lage,994.51,54,2,1030
just charming! stilvoller altbau-chic im erstbezug nach sanierung für gehobene ansprüche im herzen der josefstadt,2399,131,3,1080
gartenwohnung in top ausstattung - u1 oberlaa,830,44,2,1100
terrasse mit ausblick // 3 zimmer dg // hell und ruhig!,990,60,3,1100
"neu sanierte, ruhige 2 zimmerwohnung - inkl. heizkosten",948.43,64,2,1120
achtung neuer preis! ruhige 3 zimmer wohnung + loggia,759,65,3,1130
stilvoll sanierte altbauwohnung in ruhiger lage!,1587.6699999999998,118,NA,1040
"unbefristete 1-zimmer-wohnung im 5. liftstock, nahe rochusmarkt & wien mitte, 4 min zur u3",659.12,39,1,1030
gemütliche 1-zimmer wohnung,710.3499999999999,35,1,1130
toll geschnittene 2-zimmer-wohnung mit garten in döbling,929.87,50,2,1190
eduart-die kunst des wohnens: hochwertiger 2-zimmer neubau-erstbezug mit ca. 8m balkon! (8/17),983,46,2,1180
neuwertige 1-zimmer wohnung im 17. bezirk zu vermieten!,690,46,1,1170
| studentenzimmer | miete all-in | ab sofort | wg mit freunden | 2. bezirk | toplage | 5. stock,430,12,1,1020
balkon = 3-zimmer-wohnung = wg-eignung = u3 / schnellbahn simmering = kobelgasse,895.1800000000001,61,3,1110
loftstyle = dg-wohnung = terrasse = u3 / schnellbahn simmering = kobelgasse,755.3,50,1,1110
loggia = 2-zimmer-wohnung = u3 / schnellbahn simmering = kobelgasse,824.2,55,2,1110
wahnsinn: provisionsfreie 2-zimmer-wohnung mit drei dachterrassen! erstbezug! ab dezember!,820,41,2,1220
traumhafter erstbezug: provisionsfrei | 2 zimmer | kochnische | badewanne | abstellraum | u-bahn,928.98,53,2,1210
kumpfgasse - 3 zimmerwohnung nahe wollzeile und u3-station stubentor - 3 jahre befristet - stapelparkplatz coburgbastei optional,998.12,84,3,1010
1100 wien - 3 zimmer dachgeschosswohnung ab sofort zu mieten,1149,NA,NA,1100
gepflegte 2 zimmer - 5 minuten zu u1-keplerplatz,695,62,2,1100
gut aufgeteilte 3 zimmer - 5 minuten zu u1-keplerplatz,895,78,3,1100
ruhige neubauwohnung inklusive tiefgarage im haus!,772.89,61,2,1160
provisionsfrei - dg-wohnung mit traumblick,1112.71,63,3,1210
zentral begehbare 2-zimmer dg-wohnung (erstbezug) in top-lage,1227.02,73,2,1190
altbau-wohnung in top-lage! 3 zimmer-wohnung an der meidlinger hauptstrasse,950,77,3,1120
luxus-dachterrassenwohnung beim naschmarkt mit designer-ausstattung,3139.3100000000004,105,3,1050
traumhafte erstbezugswohnung mit großzügiger freifläche!,799,46,2,1210
nähe augarten: praktisch aufgeteilte 2 zimmer wohnung mit loggia ab 1.2.2023!,1060.01,51,2,1020
unbefristete & provisionsfrei: 2-zimmer-wohnung direkt an der u2 station - miete 1220 wien,900,48,2,1220
unbefristet & provisionsfrei: 2-zimmer-wohnung im dg mit terrasse in aspern - 1220 wien zur miete,965.6,53,2,1220
unbefristet & provisionsfrei: 2-zimmer-wohnung in aspern - 1220 wien zur miete,899.03,53,2,1220
helle zwei-zimmer-dachgeschoßwohnung mit terrasse zu mieten - 1210 wien,899,65,2,1210
moderne 2-zimmerwohnung mit balkon und optimaler infrastruktur,839,47,2,1120
renovierte gartenwohnung in top lage beim palais auersperg,1412.62,88,3,1080
top 45 terrasse | u3 enkplatz | 2 zimmer,610.01,36,2,1110
erstbezug nach renovierung - schönbrunner schlosspark,1280.4,76,3,1130
moderne 2-zimmer wohnung mit toller ausstattung! bodenkühlung! nähe bahnhof floridsdorf,850,49,2,1210
mietwohnung in top-lage,950.39,57,3,1080
*neu* sanierte 2 zimmer-wohnung // lift // barrierefrei // neue küche // pkw-abstellplätze verfügbar,1096.29,68,2,1030
karajan erstbezug: 2-zimmer-dachgeschoß mit zwei balkonen beim augarten - 1200 wien,1296.48,61,2,1020
"vollmöblierte wohnung mit loggia und garage, ganz in der nähe der mariahilferstraße und u3 (zieglergasse).",1499,67,2,1060
"schöner 2,5-zimmer-altbau mit hofseitigem schlafzimmer",999.97,77,2,1180
leben am prater! moderne wohnung mit heller freifläche,929.9,44,2,1020
"großer balkon mit ruhiger, hofseitiger ausrichtung!",1149.6,58,2,1020
wohnung mit fernblick nahe u-bahn,899.43,44,2,1020
sanierte wg taugliche 2 zimmer wohnung in top lage zu mieten,850,62,2,1100
3er wg | u3 schlachthausgasse | balkon,990,82,3,1030
dach terrassen maisonette nähe urania,1900,134,4,1030
attraktive 2-zimmer wohnung mit garten nahe maurer hauptplatz in 1230 wien zu mieten,824.58,52,2,1230
"ruhe, u-bahn und zentral, sowas kriegt man nur einmal!",720,39,2,1020
helle wohnung mit attraktivem grundriss beim prater,979.8299999999999,53,2,1020
!!!projekt leo 131 hier können sie erschwinglich und hochwertig wohnen!! neubau + erstbezug!!. - wohntraum,1174.93,75,3,1210
leo 131 hier können sie erschwinglich und exklusiv wohnen! erstbezug! jetzt anfragen - jetzt anfragen,748.3,44,1,1210
***projekt leo 131 hier können sie erschwinglich und hochwertig wohnen - neubau + erstbezug - jetzt anfragen***. - wohntraum,919.2700000000001,64,2,1210
