title,price,sqm,rooms,postcode,landlord
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,1149,58,3,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,1099,55,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,1199,65,3,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,849,46,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,1249.01,69,3,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,849,46,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,799.01,48,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,849,46,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,799.01,48,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,675,36,1,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,1225,68,3,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,899.01,48,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,799,46,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,925,54,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,1199,68,3,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,849,42,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,848.99,42,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,958.01,46,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,849.01,44,2,1200,teamneunzehn-Gruppe
WEIHNACHTSAKTION - PROVISIONSFREI - 1 Monat mietfrei!! ++ PROJEKT BLUMENGARTEN ++ ERSTKLASSIGE ERSTBEZUGSWOHNUNGEN BEIM BADETEICH HIRSCHSTETTEN,749,47,2,1220,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,949,52,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,899,47,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,899,44,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,1349,77,3,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,875.01,48,2,1200,teamneunzehn-Gruppe
***LEO 131 - HIER KÖNNEN SIE ERSCHWINGLICH UND HOCHWERTIG WOHNEN!***,899,64,2,1210,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,1199.01,68,3,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,649,35,1,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,749.01,42,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,799,46,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,949,58,2,1200,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,1099,50,2,1200,teamneunzehn-Gruppe
WOHNTRAUM !  3 ZIMMER ERSTBEZUG NACH HOCHWERTIGER SANIERUNG ! NÄHE U1 ! TOP CITY LAGE !,1199.36,66,NA,1040,teamneunzehn-Gruppe
THEO´s - Willkommen im Park - Spallart 21-23,748.99,45,2,1140,teamneunzehn-Gruppe
AKTION - 1 Monat mietzinsfrei - SOFORT BEZIEHBAR! WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ - JETZT ANFRAGEN,867,48,2,1110,teamneunzehn-Gruppe
AKTION - 1 Monat mietzinsfrei - PROVISIONSFREI! SOFORT BEZIEHBAR! WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ!,744.65,43,2,1110,teamneunzehn-Gruppe
MAISONETTEWOHNUNG MIT GARTEN + TERRASSE! Ab sofort verfügbar!!,1050.23,65,2,1230,teamneunzehn-Gruppe
WUNDERBARE 3 ZIMMER WOHNUNG IN ZENTRALER LAGE - IDEAL FÜR FAMILIEN ODER WG's,1770.74,120,3,1060,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,849,43,2,1200,teamneunzehn-Gruppe
Projekt Blumengarten + erstklassige Erstbezugswohnungen beim Badeteich Hirschstetten AKTION! PROVISIONSFREI + 1 MONAT MIETZINSFREI,749,47,2,1220,teamneunzehn-Gruppe
Direkt einziehen und wohlfühlen! Fertig möblierte Studentenwohnungen bei der VETMED! JETZT ANFRAGEN,803.2,48,2,1210,teamneunzehn-Gruppe
Michtnergasse 6 - Moderner Erstbezug beim Aupark- Jedlesee - JETZT ANFRAGEN,1157.04,75,3,1210,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! - GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage - PROVISIONSFREI - JETZT ANFRAGEN,940.94,57,2,1220,teamneunzehn-Gruppe
AKTION - 1. MONAT MIETZINSFREI! - JETZT ZUSCHLAGEN! PROVISIONSFREIER ERSTBEZUG NAHE S-BAHN!,941.12,53,2,1220,teamneunzehn-Gruppe
GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage!,941.12,53,2,1220,teamneunzehn-Gruppe
AKTION - 1. Monat mietzinsfrei! GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage! Provisionsfrei! Jetzt anfragen!,910.42,57,2,1220,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! - PROVISIONSFREI MIETEN NAHE STADLAUER STRASSE - NEUWERTIGE WOHNGEGEND - TOP INFRASTRUKTUR!,1012.54,57,2,1220,teamneunzehn-Gruppe
AKTION! 1.Monat mietzinsfrei! GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage! Jetzt anfragen!,961.35,57,2,1220,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage! PROVISIONSFREI!,910.52,53,2,1220,teamneunzehn-Gruppe
AKTION! 1. Monat mietzinsfrei - GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage! Jetzt anfragen!,1012.54,57,2,1220,teamneunzehn-Gruppe
AKTION! 1. Monat mietzinsfrei! GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage,941.03,57,2,1220,teamneunzehn-Gruppe
AKTION! 1. Monat mietzinsfrei! - GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage! Jetzt anfragen!,992.02,57,2,1220,teamneunzehn-Gruppe
"AKTION! 1. Monat mietzinsfrei! JETZT PROVISIONSFREI MIETEN! Neubau, Erstbezug, Top Lage, ab sofort verfügbar!",961.42,57,2,1220,teamneunzehn-Gruppe
AKTION! 1.Monat mietzinsfrei! GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage! Jetzt anfragen!,910.52,53,2,1220,teamneunzehn-Gruppe
"AKTION! 1.Monat mietzinsfrei! JETZT PROVISIONSFREI MIETEN! Neubau, Erstbezug, Top Lage, ab sofort verfügbar! - jetzt anfragen",910.42,57,2,1220,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! - PROVISIONSFREI - Erstbezug in Hofruhelage mit toller Infrastruktur - Jetzt anfragen,992.02,57,2,1220,teamneunzehn-Gruppe
Provisionsfreier Neubau Erstbezug - Ruheoase in bester Lage - unmittelbare U3 Nähe - Theo's Willkommen im Park 19,774.99,47,2,1140,teamneunzehn-Gruppe
AKTION! 1.Monat mietzinsfrei! GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage! Jetzt anfragen!,961.51,53,2,1220,teamneunzehn-Gruppe
Projekt Blumengarten + erstklassige Erstbezugswohnungen beim Badeteich Hirschstetten AKTION! PROVISIONSFREI + MIETZINS,749,45,2,1220,teamneunzehn-Gruppe
WUNDERBARE 3 ZIMMER WOHNUNG IN ZENTRALER LAGE - IDEAL FÜR FAMILIEN ODER WG's - JETZT ANFRAGEN,1770.73,120,3,1060,teamneunzehn-Gruppe
*POG 83* Wunderbare Erstbezugswohnungen im Herzen von Donaustadt! JETZT ANFRAGEN!!,936.05,60,3,1220,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,875.01,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,45,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,899,51,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,799.01,44,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI! + 1 Monat mietfrei! - EXKLUSIVE 3-ZIMMER-DACHGESCHOSSWOHNUNG IM ZENTRUM ASPERNS - NÄHE MÜHLWASSER UND U2 - JETZT ANFRAGEN!,1199,62,3,1220,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,925.01,49,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,875.01,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,875.01,49,1,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,899,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,999,56,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,949.01,53,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849.01,46,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,949.01,53,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,825,44,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,899,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,929,51,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849.01,46,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,928.99,52,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,829,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,829,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,48,2,1210,teamneunzehn-Gruppe
***PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK***,799,46,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,799.01,43,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,948.99,54,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849.01,48,2,1210,teamneunzehn-Gruppe
PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK,849,50,2,1210,teamneunzehn-Gruppe
**Moderner Erstbezug in bester Lage in der schönen Donaustadt - JETZT ANFRAGEN**,958.99,60,3,1220,teamneunzehn-Gruppe
THEO´s - Willkommen im Park - Spallart 21-23,868.66,50,2,1140,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt!,739.83,41,2,1220,teamneunzehn-Gruppe
**AKTION!** 2 Monate mietzinsfrei - TOLLE ERSTBEZUG MIT SONNIGEM BALKON - VIELE EXTRAS ZUM WOHLFÜHLEN - INKLUSIVE KÜCHE,786.73,47,2,1210,teamneunzehn-Gruppe
**AKTION!** 2 Monate mietzinsfrei - TOLLE ERSTBEZUG MIT SONNIGEM BALKON - VIELE EXTRAS ZUM WOHLFÜHLEN - INKLUSIVE KÜCHE,786.55,47,2,1210,teamneunzehn-Gruppe
"Dachgeschosswohnung mit Terrasse und Einbauküche, Neubau, jetzt zugreifen! - JETZT ANFRAGEN",849,55,2,1230,teamneunzehn-Gruppe
!!!Projekt LEO 131 - HIER KÖNNEN SIE ERSCHWINGLICH UND HOCHWERTIG WOHNEN!! NEUBAU + ERSTBEZUG!!!,1175,75,3,1210,teamneunzehn-Gruppe
Projekt Blumengarten + erstklassige Erstbezugswohnungen beim Badeteich Hirschstetten AKTION! PROVISIONSFREI + MIETZINS,749,46,2,1220,teamneunzehn-Gruppe
FLAIR CITY LIVING! Moderne Neubauwohnung in ruhiger Lage! Tolle Dachterrasse inklusive! Jetzt anfragen!,799.01,54,2,1230,teamneunzehn-Gruppe
AKTION - 1 MONAT MIETZINSFREI - SOFORT BEZIEHBAR! WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ!,798.63,48,2,1110,teamneunzehn-Gruppe
WEIHNACHTSAKTION - PROVISIONSFREI - 1 Monat mietzinsfrei!! ++ PROJEKT BLUMENGARTEN ++ ERSTKLASSIGE ERSTBEZUGSWOHNUNGEN BEIM BADETEICH HIRSCHSTETTEN,769,48,2,1220,teamneunzehn-Gruppe
*Moderner Erstbezug in bester Lage in der schönen Donaustadt! JETZT ANFRAGEN*,958.99,59,3,1220,teamneunzehn-Gruppe
AKTION - 1 Monat mietzinsfrei - PROVISIONSFREI! SOFORT BEZIEHBAR! WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ!,744.69,43,2,1110,teamneunzehn-Gruppe
Projekt LEO 131 - Hier können Sie günstig und hochwertig wohnen! Die Wohnungen im Neubau sind provisionsfrei und Infrastrukturell (U6 & U1 gut angebunden) - Jetzt Anfragen,898.99,64,2,1210,teamneunzehn-Gruppe
*POG 83* Wunderbare Erstbezugswohnungen im Herzen von Donaustadt! - JETZT ANFRAGEN,958.98,60,3,1220,teamneunzehn-Gruppe
"Freundliche 2 Zimmer Wohnung inkl. Einbauküche, 4.Liftstock, unbefristet!",791.96,41,2,1140,teamneunzehn-Gruppe
Unbefristet! Ruhige 2-Zimmer Altbauwohnung Nähe Schönbrunn!,874.65,68,2,1150,Steindl & Herzel Immobilien OG
1060! AKTION: 1.Monat Mietzinsfrei! Helles 2-Zimmer DG mit Balkon Nähe Naschmarkt!,1263.81,75,2,1060,Steindl & Herzel Immobilien OG
Aktion: 2 Monate Mietzinsfrei! 5-Zimmer Gartenwohnung Nähe Maurer Hauptplatz!,2581.74,247,5,1230,Steindl & Herzel Immobilien OG
Traumhafter 4-Zimmer ALTBAU MIT BALKON in Toplage! 1010!,3990,151,4,1010,Steindl & Herzel Immobilien OG
Sonnige DG-Garconniere mit großer S/W-Terrasse in 1180!,721.57,20,1,1180,Steindl & Herzel Immobilien OG
ZWEI MONATE MIETZINSFREI! Schönes 3-Zimmer DG mit tollem Balkon auf einer Ebene in Mauer!,2180.95,119,3,1230,Steindl & Herzel Immobilien OG
1190! Schöne 3-Zimmer Wohnung mit Balkon in Grünruhelage!,1224.16,82,3,1190,Steindl & Herzel Immobilien OG
1190! Wohnen in Grünruhelage Nähe Grinzing!,988.56,72,1,1190,Steindl & Herzel Immobilien OG
Provisionsfreie 2 Zimmer Wohnung in top Lage - *Theo's Willkommen im Park 19*,774.99,47,2,1140,teamneunzehn-Gruppe
Tolle 3 Zimmer Wohnung mit idealer Aufteilung und je Zimmer eine Terrasse! Top Lage! Jetzt anfragen!,1385.19,72,3,1210,teamneunzehn-Gruppe
WEIHNACHTSAKTION - PROVISIONSFREI - 1 Monat mietfrei!! ++ PROJEKT BLUMENGARTEN ++ ERSTKLASSIGE ERSTBEZUGSWOHNUNGEN BEIM BADETEICH HIRSCHSTETTEN,749,47,2,1220,teamneunzehn-Gruppe
AKTION - 1. MONAT MIETZINSFREI! - JETZT PROVISIONSFREI! ERSTBEZUG NAHE S-BAHN - TOP AUSGESTATTET - TOP LAGE!,910.42,57,2,1220,teamneunzehn-Gruppe
PROVISIONSFREI!! + 1 Monat mietfrei! - LICHT DURCHFLUTETE 3-ZIMMER-DACHGESCHOSSWOHNUNG IM ZENTRUM ASPERNS - NÄHE MÜHLWASSER UND U2 - JETZT ANFRAGEN!!,1199,63,3,1220,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! - Erstbezugswohnungen in grüner Ruhelage - effiziente Wärmepumpe - familiäres Wohnprojekt,874.94,45,2,1220,teamneunzehn-Gruppe
3 Zimmerwohnung im Herzen von Floridsdorf! U6 und Schnellbahn!,770,48,3,1210,RAAB & Partner Immobilien Gesellschaft m.b.H.
AKTION! 1.Monat mietzinsfrei! NEUBAU ERSTBEZUG 2 ZIMMER WOHNUNG INKL. KÜCHE UND BALKON - KEINE PROVISION!,859.52,53,2,1220,teamneunzehn-Gruppe
Geräumige 2 Zimmer Neubau Wohnung in toller Lage zwischen Donauinsel und Donauzentrum! JETZT ANFRAGEN,890,63,2,1220,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,1199,66,2,1200,teamneunzehn-Gruppe
***PROVISIONSFREI - SCHÖPFL ECK - NEU AM MARKT - FLORIDSDORF BAHNHOF - FLORIDSDORFER WASSERPARK***,1099,63,3,1210,teamneunzehn-Gruppe
3-Zimmer Wohnung zum fairen Preis - beliebte Lage im 18. Bezirk!,874.41,57,3,1180,teamneunzehn-Gruppe
*JETZT ZUSCHLAGEN* Tolle 5 Zimmer Wohnung in traumhafter Lage mit neuer Küche - sanierter Altbau mit 2 Balkonen!,2349.93,164,5,1130,teamneunzehn-Gruppe
!Ruhige 2-Zimmer- Wohnung zentral angebunden in Simmering ab sofort bezugsfrei! JETZT ANFRAGEN,749,61,2,1110,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei,799.45,46,2,1220,teamneunzehn-Gruppe
Ruhelage garantiert - Nähe U1 Kagraner Platz! Erstbezug im Neubau - energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei - JETZT ANFRAGEN!!,799.95,46,2,1220,teamneunzehn-Gruppe
ALLES NEU - Ihr Wohntraum in frischer Umgebung - PROVISIONSFREI + 2 Monatsmieten geschenkt!,799.45,46,2,1220,teamneunzehn-Gruppe
"AKTION! 1.Monat mietzinsfrei! JETZT PROVISIONSFREI MIETEN! Neubau, Erstbezug, Top Lage, ab sofort verfügbar! Jetzt anfragen!",941.12,53,2,1220,teamneunzehn-Gruppe
!!!LEO 131 - HIER KÖNNEN SIE ERSCHWINGLICH UND HOCHWERTIG WOHNEN!!! NEUBAU + ERSTBEZUG - JETZT ANFRAGEN,687.5,40,1,1210,teamneunzehn-Gruppe
IDEALER PÄRCHEN- ODER FAMILIENHIT! Schöne Altbau Wohnung - teilmöbliert - 3 Zimmer - AB 1.12.2022,1099,80,3,1050,teamneunzehn-Gruppe
Moderner Erstbezug in bester Lage in der schönen Donaustadt - JETZT ANFRAGEN,959,60,3,1220,teamneunzehn-Gruppe
Aktion! - 1. Monat mietzinsfrei! - Provisionsfreie Erstbezugswohnungen in grüner Ruhelage - effiziente Wärmepumpe - familiäres Wohnprojekt,825,40,2,1220,teamneunzehn-Gruppe
Aktion - 1. Monat mietzinsfrei! - Provisionsfreie Erstbezugswohnungen in grüner Ruhelage - effiziente Wärmepumpe - familiäres Wohnprojekt,875,42,2,1220,teamneunzehn-Gruppe
UNBEFRISTETE 2 Zimmer Wohnung in toller Lage zwischen U3 und U4 - Nachmietersuche,706.84,36,2,1140,teamneunzehn-Gruppe
EINDRUCKSVOLLER ALTBAU! WOHNEN MIT BLICK AUF DIE KARLSKIRCHE - U-BAHN VOR DER TÜRE,2439.94,143,3,1010,teamneunzehn-Gruppe
AKTION - 1 MONAT MIETZINSFREI - WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! PROVSIONSFREIER ERSTBEZUG MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ! - JETZT ANFRAGEN!,802,48,2,1110,teamneunzehn-Gruppe
AKTION - 1 MONAT MIETZINSFREI - SOFORT BEZIEHBAR! WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ,798.19,48,2,1110,teamneunzehn-Gruppe
SOMMERAKTION - 1 MONAT MIETZINSFREI - PROVISIONSFREI! SOFORT BEZIEHBAR! WOHNGARTEN - DEINE GRÜNE OASE IN SIMMERING! MIT EINBAUKÜCHE! NÄHE U3 ENKPLATZ!,798,49,2,1110,teamneunzehn-Gruppe
AKTION — 1. MONAT MIETZINSFREI! — JETZT PROVISIONSFREI MIETEN - ERSTBEZUG NAHE S-BAHN,961.42,57,2,1220,teamneunzehn-Gruppe
AKTION! 1.Monat mietzinsfrei! GRÜNSTÜCK 22 - hochwertiger Neubau und Erstbezug in bester Lage! Jetzt anfragen!,951.22,57,2,1220,teamneunzehn-Gruppe
Studenten aufgepasst! Provisionsfreie Apartments nahe VetMed Uni Wien - Vollmöbliert - jetzt anfragen,803.2,48,2,1210,teamneunzehn-Gruppe
Projekt LEO 131 - Hier können Sie günstig und hochwertig wohnen! Die Wohnungen im Neubau sind provisionsfrei und Infrastrukturell (U6 & U1 gut angebunden) - Jetzt Anfragen,687.51,40,1,1210,teamneunzehn-Gruppe
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,749,44,2,1200,teamneunzehn-Gruppe
TOPRENOVIERTE 2ER WG - TEILMÖBLIERT,862.49,64,2,1100,Raum + Wert Immobilien OG
PÄRCHENWOHNUNG ODER 2 ER WG - FRISCH RENOVIERT,785.4,53,2,1100,Raum + Wert Immobilien OG
SPORTLER AUFGEPASST - WUNDERSCHÖNE WOHNUNG MIT BALKON - KEIN LIFT,975.01,82,3,1100,Raum + Wert Immobilien OG
3 GETRENNT BEGEHBARE ZIMMER UND FRANZÖSISCHER BALKON - WG GEEIGNET,998.34,84,3,1100,Raum + Wert Immobilien OG
BRIGITTE NOW - PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn,949,52,2,1200,teamneunzehn-Gruppe
INKL. HEIZKOSTEN - DG-WOHNUNG + TERRASSE,1296.92,101,3,1100,Real Immo Wien
Eigengarten und Terrasse! 2 Zimmerwohnung nähe Schloß Hetzendorf! Pellets Heizung!,866.9,41,2,1120,RAAB & Partner Immobilien Gesellschaft m.b.H.
Genießen Sie Sonnenuntergänge auf der eigenen Dachterrasse! DG-Wohnung mit zwei Terrassen! Neubau!,1435.82,72,2,1100,RAAB & Partner Immobilien Gesellschaft m.b.H.
INKL. HEIZKOSTEN - NEUBAU - RUHELAGE,739.61,53,2,1100,Real Immo Wien
++ SCHÖNER ALTBAU ++ DREI Zimmer WOHNUNG,799,59,3,1120,Prima Service PS Immobilien
